Marker	LG	Distance (cM)	Sctg	Position_Sctg
94559_sctg_635_6533	22	41.31	635	6533
94560_sctg_635_6847	22	41.31	635	6847
94561_sctg_635_6850	22	41.31	635	6850
87210_sctg_539_2214	22	41.31	539	2214
110105_sctg_91_190792	22	41.31	91	190792
110120_sctg_91_210270	22	41.31	91	210270
110207_sctg_91_346404	22	41.31	91	346404
110225_sctg_91_373864	22	41.31	91	373864
110227_sctg_91_377723	22	41.31	91	377723
110267_sctg_91_432401	22	41.31	91	432401
110272_sctg_91_436272	22	41.31	91	436272
110292_sctg_91_472693	22	41.31	91	472693
110294_sctg_91_473075	22	41.31	91	473075
110298_sctg_91_476410	22	41.31	91	476410
110305_sctg_91_480100	22	41.31	91	480100
110324_sctg_91_488758	22	41.31	91	488758
110330_sctg_91_490955	22	41.31	91	490955
110331_sctg_91_491061	22	41.31	91	491061
110333_sctg_91_491385	22	41.31	91	491385
110347_sctg_91_527466	22	41.31	91	527466
110351_sctg_91_530943	22	41.31	91	530943
110359_sctg_91_558109	22	41.31	91	558109
82777_sctg_493_20794	22	47.593	493	20794
82783_sctg_493_39357	22	47.593	493	39357
82787_sctg_493_46752	22	47.593	493	46752
82788_sctg_493_47743	22	47.593	493	47743
82791_sctg_493_48597	22	47.593	493	48597
82795_sctg_493_55002	22	47.593	493	55002
35734_sctg_200_58811	22	47.593	200	58811
35648_sctg_200_154737	22	50.095	200	154737
35650_sctg_200_158669	22	50.095	200	158669
35653_sctg_200_160654	22	50.095	200	160654
35660_sctg_200_184708	22	51.346	200	184708
35670_sctg_200_203758	22	51.346	200	203758
35708_sctg_200_291845	22	52.597	200	291845
89799_sctg_572_40876	22	52.597	572	40876
107830_sctg_885_3473	22	52.597	885	3473
72328_sctg_39_888618	22	53.849	39	888618
72294_sctg_39_832592	22	53.849	39	832592
72230_sctg_39_762842	22	58.867	39	762842
72220_sctg_39_747163	22	58.867	39	747163
72219_sctg_39_746769	22	58.867	39	746769
72217_sctg_39_746654	22	58.867	39	746654
72216_sctg_39_746177	22	58.867	39	746177
72210_sctg_39_737055	22	58.867	39	737055
72154_sctg_39_644232	22	58.867	39	644232
72152_sctg_39_642618	22	58.867	39	642618
72150_sctg_39_642309	22	58.867	39	642309
72149_sctg_39_641871	22	58.867	39	641871
72114_sctg_39_597381	22	60.118	39	597381
72109_sctg_39_589977	22	60.118	39	589977
72106_sctg_39_589598	22	60.118	39	589598
72101_sctg_39_587025	22	60.118	39	587025
72018_sctg_39_478376	22	66.404	39	478376
71984_sctg_39_422873	22	66.404	39	422873
71862_sctg_39_198426	22	70.164	39	198426
72336_sctg_39_94272	22	70.164	39	94272
72335_sctg_39_94269	22	70.164	39	94269
72334_sctg_39_94067	22	70.164	39	94067
72332_sctg_39_92863	22	70.164	39	92863
72189_sctg_39_72340	22	70.164	39	72340
72122_sctg_39_60504	22	70.164	39	60504
72086_sctg_39_57498	22	70.164	39	57498
72052_sctg_39_52874	22	70.164	39	52874
71901_sctg_39_25105	22	71.447	39	25105
71846_sctg_39_17908	22	71.447	39	17908
50827_sctg_271_50005	23	0	271	50005
50856_sctg_271_83782	23	0	271	83782
50857_sctg_271_91532	23	0	271	91532
50787_sctg_271_205668	23	3.762	271	205668
50788_sctg_271_205669	23	3.762	271	205669
50803_sctg_271_220286	23	3.762	271	220286
50804_sctg_271_220616	23	3.762	271	220616
110418_sctg_929_1482	23	3.762	929	1482
29785_sctg_17_47089	23	6.691	17	47089
29644_sctg_17_240831	23	12.585	17	240831
29651_sctg_17_246886	23	12.585	17	246886
29675_sctg_17_287805	23	13.842	17	287805
29763_sctg_17_445970	23	16.347	17	445970
29823_sctg_17_528844	23	16.347	17	528844
29850_sctg_17_557560	23	16.347	17	557560
29975_sctg_17_762111	23	20.106	17	762111
29991_sctg_17_792685	23	20.106	17	792685
29996_sctg_17_794670	23	20.106	17	794670
30006_sctg_17_812074	23	20.106	17	812074
30013_sctg_17_823695	23	20.106	17	823695
30051_sctg_17_865326	23	20.106	17	865326
30109_sctg_17_965160	23	22.195	17	965160
29515_sctg_17_1089145	23	26.407	17	1089145
29520_sctg_17_1099613	23	26.407	17	1099613
62655_sctg_333_112635	23	26.407	333	112635
62744_sctg_333_73213	23	28.909	333	73213
62738_sctg_333_63594	23	28.909	333	63594
62721_sctg_333_39592	23	28.909	333	39592
62693_sctg_333_15629	23	28.909	333	15629
62660_sctg_333_11680	23	28.909	333	11680
76684_sctg_42_734249	23	30.161	42	734249
76667_sctg_42_715463	23	30.161	42	715463
76651_sctg_42_662463	23	33.921	42	662463
76591_sctg_42_603905	23	35.172	42	603905
76589_sctg_42_603705	23	35.172	42	603705
76562_sctg_42_559687	23	35.172	42	559687
76561_sctg_42_551358	23	35.172	42	551358
76524_sctg_42_502550	23	35.172	42	502550
76463_sctg_42_394212	23	35.172	42	394212
76435_sctg_42_351424	23	35.172	42	351424
76409_sctg_42_303749	23	35.172	42	303749
76699_sctg_42_76408	23	37.677	42	76408
14767_sctg_132_404455	23	38.93	132	404455
14757_sctg_132_391854	23	38.93	132	391854
14734_sctg_132_356014	23	38.93	132	356014
14705_sctg_132_289695	23	38.93	132	289695
14683_sctg_132_255429	23	38.93	132	255429
14632_sctg_132_182231	23	38.93	132	182231
14608_sctg_132_127011	23	41.432	132	127011
14597_sctg_132_109967	23	41.432	132	109967
14591_sctg_132_105111	23	42.132	132	105111
68439_sctg_371_53699	23	42.683	371	53699
68417_sctg_371_18526	23	43.935	371	18526
68415_sctg_371_17562	23	43.935	371	17562
87681_sctg_540_4831	23	43.935	540	4831
87647_sctg_540_10780	23	43.935	540	10780
87656_sctg_540_23095	23	43.935	540	23095
87671_sctg_540_40800	23	43.935	540	40800
64414_sctg_345_130159	23	46.437	345	130159
64446_sctg_345_42444	23	47.037	345	42444
64448_sctg_345_44140	23	47.687	345	44140
64443_sctg_345_41277	23	47.687	345	41277
64440_sctg_345_31252	23	47.687	345	31252
64435_sctg_345_29061	23	47.687	345	29061
64433_sctg_345_28808	23	47.687	345	28808
13040_sctg_128_467164	23	47.687	128	467164
13017_sctg_128_411396	23	48.938	128	411396
12978_sctg_128_324013	23	51.44	128	324013
12974_sctg_128_315523	23	51.44	128	315523
12973_sctg_128_315339	23	51.44	128	315339
12947_sctg_128_282251	23	52.69	128	282251
12886_sctg_128_193902	23	52.69	128	193902
12864_sctg_128_158649	23	53.941	128	158649
12845_sctg_128_141776	23	53.941	128	141776
13068_sctg_128_88591	23	53.941	128	88591
13058_sctg_128_70234	23	53.941	128	70234
13051_sctg_128_62904	23	53.941	128	62904
9044_sctg_118_353200	23	62.783	118	353200
9083_sctg_118_430348	23	62.783	118	430348
9088_sctg_118_446552	23	64.035	118	446552
9092_sctg_118_452661	23	64.035	118	452661
9095_sctg_118_456492	23	64.035	118	456492
9106_sctg_118_461956	23	64.035	118	461956
9119_sctg_118_493219	23	64.035	118	493219
9120_sctg_118_493695	23	64.035	118	493695
75717_sctg_420_14943	23	67.792	420	14943
75719_sctg_420_20502	23	67.792	420	20502
40630_sctg_221_52838	23	69.058	221	52838
40650_sctg_221_80845	23	69.058	221	80845
40610_sctg_221_226997	23	69.058	221	226997
74913_sctg_416_87836	23	72.387	416	87836
29125_sctg_178_22101	24	0	178	22101
29157_sctg_178_30040	24	0	178	30040
29200_sctg_178_43859	24	0	178	43859
29201_sctg_178_43862	24	0	178	43862
29209_sctg_178_56901	24	0	178	56901
29190_sctg_178_362818	24	6.363	178	362818
29193_sctg_178_363514	24	6.363	178	363514
71675_sctg_398_52067	24	6.363	398	52067
71686_sctg_398_63654	24	6.363	398	63654
71694_sctg_398_78091	24	6.363	398	78091
71628_sctg_398_120073	24	6.383	398	120073
35061_sctg_19_144579	24	10.12	19	144579
35132_sctg_19_230053	24	10.12	19	230053
35177_sctg_19_269687	24	10.12	19	269687
35329_sctg_19_517430	24	10.12	19	517430
35346_sctg_19_553880	24	10.12	19	553880
35433_sctg_19_673870	24	11.377	19	673870
35020_sctg_19_1067862	24	15.142	19	1067862
35021_sctg_19_1068349	24	15.142	19	1068349
35027_sctg_19_1086998	24	15.142	19	1086998
38088_sctg_210_5758	24	15.142	210	5758
37948_sctg_210_141330	24	17.645	210	141330
37988_sctg_210_181746	24	17.645	210	181746
38010_sctg_210_213832	24	17.645	210	213832
80981_sctg_473_15452	24	20.996	473	15452
93118_sctg_60_38401	24	22.665	60	38401
93280_sctg_60_64199	24	22.665	60	64199
92979_sctg_60_186409	24	22.665	60	186409
93046_sctg_60_254287	24	23.915	60	254287
93048_sctg_60_256197	24	23.915	60	256197
93049_sctg_60_256940	24	23.915	60	256940
93051_sctg_60_259906	24	23.915	60	259906
93052_sctg_60_260193	24	23.915	60	260193
93057_sctg_60_263736	24	23.915	60	263736
93225_sctg_60_558216	24	27.26	60	558216
93226_sctg_60_558591	24	27.26	60	558591
93315_sctg_60_686763	24	27.26	60	686763
90463_sctg_585_17573	24	28.922	585	17573
90476_sctg_585_28199	24	28.922	585	28199
90483_sctg_585_30193	24	28.922	585	30193
97410_sctg_686_12866	24	28.922	686	12866
97413_sctg_686_14607	24	28.922	686	14607
97418_sctg_686_17332	24	28.922	686	17332
63923_sctg_340_161615	24	28.922	340	161615
63917_sctg_340_158955	24	28.922	340	158955
63979_sctg_340_72441	24	31.426	340	72441
63946_sctg_340_20304	24	31.426	340	20304
82960_sctg_499_14438	24	37.718	499	14438
82990_sctg_499_60047	24	37.718	499	60047
77853_sctg_440_69795	24	41.482	440	69795
82734_sctg_491_31930	24	41.482	491	31930
82737_sctg_491_44121	24	41.482	491	44121
82743_sctg_491_61921	24	42.732	491	61921
82748_sctg_491_68710	24	42.732	491	68710
65381_sctg_34_864990	24	42.732	34	864990
65377_sctg_34_858740	24	42.732	34	858740
65316_sctg_34_759536	24	47.754	34	759536
65276_sctg_34_697275	24	47.754	34	697275
65247_sctg_34_643760	24	51.516	34	643760
65240_sctg_34_640139	24	51.516	34	640139
65237_sctg_34_637423	24	51.516	34	637423
65210_sctg_34_602549	24	51.516	34	602549
65197_sctg_34_568207	24	52.768	34	568207
65193_sctg_34_562004	24	52.768	34	562004
65188_sctg_34_553977	24	52.768	34	553977
65069_sctg_34_338304	24	61.613	34	338304
65057_sctg_34_314254	24	62.864	34	314254
65055_sctg_34_314040	24	62.864	34	314040
65046_sctg_34_293380	24	62.864	34	293380
65010_sctg_34_253615	24	62.864	34	253615
64959_sctg_34_163871	24	65.367	34	163871
6423_sctg_1104_3320	24	65.367	1104	3320
5513_sctg_109_269950	24	66.619	109	269950
5508_sctg_109_259172	24	66.619	109	259172
5495_sctg_109_241778	24	66.619	109	241778
5485_sctg_109_233764	24	66.619	109	233764
5629_sctg_109_51281	24	69.122	109	51281
5553_sctg_109_35850	24	69.122	109	35850
45174_sctg_243_122434	24	71.624	243	122434
45172_sctg_243_121990	24	71.624	243	121990
45299_sctg_243_83711	24	71.624	243	83711
45295_sctg_243_67014	24	71.624	243	67014
45273_sctg_243_38480	24	71.624	243	38480
45270_sctg_243_36169	24	71.624	243	36169
45265_sctg_243_34814	24	71.624	243	34814
45261_sctg_243_27998	24	71.624	243	27998
45260_sctg_243_26321	24	71.624	243	26321
45257_sctg_243_25803	24	71.624	243	25803
45314_sctg_243_9565	24	71.624	243	9565
45263_sctg_243_3320	24	71.624	243	3320
60899_sctg_322_73849	25	0	322	73849
60914_sctg_322_93050	25	0	322	93050
39551_sctg_219_128749	25	4.06	219	128749
39567_sctg_219_148329	25	4.06	219	148329
39578_sctg_219_158451	25	4.06	219	158451
39597_sctg_219_185088	25	4.06	219	185088
39612_sctg_219_201030	25	4.06	219	201030
39643_sctg_219_248004	25	4.06	219	248004
39651_sctg_219_271372	25	4.06	219	271372
57595_sctg_302_5003	25	4.06	302	5003
57592_sctg_302_49425	25	4.06	302	49425
57523_sctg_302_143467	25	9.127	302	143467
87787_sctg_545_41613	25	12.934	545	41613
87795_sctg_545_48450	25	12.934	545	48450
49469_sctg_265_208076	25	12.934	265	208076
49459_sctg_265_195952	25	12.934	265	195952
49418_sctg_265_114760	25	14.184	265	114760
49414_sctg_265_107156	25	14.184	265	107156
49499_sctg_265_36054	25	14.184	265	36054
42930_sctg_232_268827	25	15.435	232	268827
42891_sctg_232_231866	25	15.435	232	231866
42842_sctg_232_167008	25	16.685	232	167008
42825_sctg_232_149327	25	16.685	232	149327
42949_sctg_232_50541	25	16.685	232	50541
100304_sctg_729_14344	25	16.685	729	14344
27867_sctg_173_117405	25	21.704	173	117405
27981_sctg_173_255231	25	21.704	173	255231
27988_sctg_173_264586	25	22.957	173	264586
27996_sctg_173_275272	25	24.813	173	275272
47773_sctg_257_14379	25	28.563	257	14379
47771_sctg_257_143357	25	35.599	257	143357
8528_sctg_116_416560	25	35.599	116	416560
8505_sctg_116_366701	25	35.599	116	366701
8499_sctg_116_363542	25	35.599	116	363542
8473_sctg_116_319081	25	36.849	116	319081
8460_sctg_116_295796	25	36.849	116	295796
8397_sctg_116_176704	25	40.606	116	176704
8394_sctg_116_169822	25	43.108	116	169822
8393_sctg_116_169620	25	43.108	116	169620
8380_sctg_116_158685	25	43.108	116	158685
8369_sctg_116_140024	25	43.108	116	140024
5326_sctg_108_486697	25	48.125	108	486697
5305_sctg_108_445149	25	48.125	108	445149
5300_sctg_108_439759	25	48.125	108	439759
5289_sctg_108_401694	25	48.125	108	401694
5281_sctg_108_394027	25	48.125	108	394027
5280_sctg_108_393682	25	48.125	108	393682
5267_sctg_108_349438	25	48.125	108	349438
5249_sctg_108_316156	25	48.125	108	316156
5244_sctg_108_312112	25	48.125	108	312112
5240_sctg_108_301543	25	48.125	108	301543
5236_sctg_108_292496	25	48.125	108	292496
5226_sctg_108_278030	25	48.125	108	278030
5221_sctg_108_270629	25	48.125	108	270629
5220_sctg_108_270301	25	48.125	108	270301
5215_sctg_108_267329	25	48.125	108	267329
5206_sctg_108_235317	25	48.125	108	235317
5184_sctg_108_170867	25	51.882	108	170867
5180_sctg_108_164268	25	51.882	108	164268
5176_sctg_108_161920	25	51.882	108	161920
5165_sctg_108_137030	25	51.882	108	137030
5145_sctg_108_109456	25	51.882	108	109456
5350_sctg_108_57036	25	53.133	108	57036
27626_sctg_172_12496	25	53.133	172	12496
27836_sctg_172_45555	25	53.133	172	45555
27837_sctg_172_46312	25	53.133	172	46312
27686_sctg_172_198583	25	53.133	172	198583
27720_sctg_172_233668	25	53.133	172	233668
27722_sctg_172_233940	25	53.133	172	233940
27754_sctg_172_290255	25	53.133	172	290255
27768_sctg_172_305501	25	53.133	172	305501
27771_sctg_172_306119	25	53.133	172	306119
49876_sctg_268_19391	25	53.133	268	19391
49931_sctg_268_96237	25	54.383	268	96237
49810_sctg_268_109762	25	55.634	268	109762
49811_sctg_268_109765	25	55.634	268	109765
49860_sctg_268_184262	25	58.137	268	184262
49862_sctg_268_184948	25	58.137	268	184948
49871_sctg_268_190433	25	58.137	268	190433
40690_sctg_222_14923	25	58.137	222	14923
40761_sctg_222_62966	25	58.137	222	62966
40740_sctg_222_259130	25	58.137	222	259130
58115_sctg_307_21268	25	61.894	307	21268
84650_sctg_501_63685	25	61.894	501	63685
84652_sctg_501_65168	25	61.894	501	65168
69059_sctg_378_82807	25	65.651	378	82807
68990_sctg_378_108957	25	65.651	378	108957
68993_sctg_378_109415	25	65.651	378	109415
69001_sctg_378_112803	25	65.651	378	112803
69006_sctg_378_130019	25	65.651	378	130019
57322_sctg_300_45319	25	68.155	300	45319
57326_sctg_300_45865	25	68.155	300	45865
57328_sctg_300_48475	25	68.155	300	48475
57254_sctg_300_108699	25	71.915	300	108699
57256_sctg_300_108982	25	71.915	300	108982
57293_sctg_300_168240	25	71.915	300	168240
67361_sctg_365_136504	26	0	365	136504
88437_sctg_556_49414	26	0	556	49414
103599_sctg_79_579836	26	0	79	579836
103506_sctg_79_418616	26	1.25	79	418616
103492_sctg_79_408685	26	1.25	79	408685
103486_sctg_79_396147	26	1.25	79	396147
103482_sctg_79_391243	26	1.25	79	391243
103445_sctg_79_354989	26	1.25	79	354989
103421_sctg_79_326388	26	1.25	79	326388
103402_sctg_79_283130	26	2.5	79	283130
16130_sctg_137_304806	26	7.523	137	304806
16183_sctg_137_403633	26	8.778	137	403633
16187_sctg_137_404369	26	8.778	137	404369
78867_sctg_451_15736	26	8.778	451	15736
78869_sctg_451_19684	26	8.778	451	19684
78881_sctg_451_27561	26	8.778	451	27561
109590_sctg_908_6340	26	11.28	908	6340
24497_sctg_161_341498	26	11.28	161	341498
24493_sctg_161_339613	26	11.28	161	339613
24492_sctg_161_339610	26	11.28	161	339610
24491_sctg_161_339529	26	11.28	161	339529
24480_sctg_161_331800	26	11.28	161	331800
24465_sctg_161_312533	26	13.791	161	312533
102703_sctg_77_534439	26	26.173	77	534439
112539_sctg_985_3721	26	27.686	985	3721
51161_sctg_274_202399	26	29.054	274	202399
51153_sctg_274_186766	26	30.407	274	186766
51144_sctg_274_176688	26	30.407	274	176688
51132_sctg_274_166089	26	30.407	274	166089
51220_sctg_274_95468	26	30.407	274	95468
51189_sctg_274_50317	26	36.69	274	50317
51183_sctg_274_42717	26	36.69	274	42717
51182_sctg_274_42511	26	36.69	274	42511
51164_sctg_274_20772	26	36.69	274	20772
51111_sctg_274_12479	26	36.69	274	12479
51110_sctg_274_12246	26	36.69	274	12246
51095_sctg_274_10600	26	36.69	274	10600
38476_sctg_212_97147	26	45.648	212	97147
64691_sctg_347_80506	26	45.648	347	80506
3759_sctg_104_208804	26	56.356	104	208804
3760_sctg_104_209135	26	56.356	104	209135
3833_sctg_104_296055	26	56.356	104	296055
3844_sctg_104_307340	26	56.356	104	307340
3880_sctg_104_395234	26	56.356	104	395234
60779_sctg_321_77681	26	63.366	321	77681
34529_sctg_197_313135	26	65.043	197	313135
60650_sctg_320_48194	26	80.621	320	48194
60656_sctg_320_61392	26	80.621	320	61392
60602_sctg_320_149179	26	80.621	320	149179
60617_sctg_320_159870	26	80.621	320	159870
64931_sctg_349_89662	26	81.871	349	89662
52561_sctg_280_18902	26	81.871	280	18902
52508_sctg_280_114173	26	83.122	280	114173
52518_sctg_280_127754	26	83.122	280	127754
52527_sctg_280_137402	26	83.122	280	137402
52556_sctg_280_184406	26	83.122	280	184406
52560_sctg_280_185206	26	83.122	280	185206
52572_sctg_280_210471	26	83.122	280	210471
36053_sctg_202_7597	26	83.122	202	7597
35942_sctg_202_18352	26	83.122	202	18352
36030_sctg_202_37476	26	83.122	202	37476
91638_sctg_59_640136	26	99.986	59	640136
91615_sctg_59_617046	26	99.986	59	617046
91547_sctg_59_563334	26	101.24	59	563334
91538_sctg_59_548297	26	101.24	59	548297
91526_sctg_59_537951	26	101.24	59	537951
91510_sctg_59_525639	26	101.24	59	525639
91501_sctg_59_521623	26	101.24	59	521623
91476_sctg_59_493473	26	101.24	59	493473
91438_sctg_59_422982	26	101.24	59	422982
91272_sctg_59_174332	26	103.742	59	174332
91216_sctg_59_112464	26	107.499	59	112464
91691_sctg_59_71246	26	107.499	59	71246
91637_sctg_59_63983	26	107.499	59	63983
91629_sctg_59_63702	26	107.499	59	63702
58004_sctg_306_172221	26	108.752	306	172221
57973_sctg_306_110775	26	111.259	306	110775
95804_sctg_652_3179	26	112.512	652	3179
95810_sctg_652_5346	26	112.512	652	5346
75902_sctg_422_79429	27	0	422	79429
75854_sctg_422_104598	27	0	422	104598
49153_sctg_263_167907	27	0	263	167907
76846_sctg_431_53282	27	3.65	431	53282
81039_sctg_474_29139	27	6.045	474	29139
81048_sctg_474_33520	27	6.045	474	33520
81060_sctg_474_45199	27	6.045	474	45199
81075_sctg_474_57888	27	6.045	474	57888
67469_sctg_366_50458	27	7.295	366	50458
67474_sctg_366_60618	27	7.295	366	60618
67943_sctg_36_39284	27	9.804	36	39284
67765_sctg_36_104225	27	11.06	36	104225
67857_sctg_36_253560	27	11.06	36	253560
67935_sctg_36_372184	27	12.311	36	372184
68083_sctg_36_605561	27	16.071	36	605561
68102_sctg_36_618256	27	16.071	36	618256
68119_sctg_36_654048	27	17.323	36	654048
68137_sctg_36_667988	27	17.323	36	667988
68148_sctg_36_678544	27	17.323	36	678544
68272_sctg_36_869576	27	17.323	36	869576
68274_sctg_36_870715	27	17.323	36	870715
68275_sctg_36_870718	27	17.323	36	870718
68276_sctg_36_871027	27	17.323	36	871027
68281_sctg_36_879838	27	17.323	36	879838
68284_sctg_36_880986	27	17.323	36	880986
68292_sctg_36_904896	27	17.323	36	904896
1866_sctg_0_3678605	27	17.323	0	3678605
1854_sctg_0_3665180	27	17.323	0	3665180
1848_sctg_0_3661562	27	17.323	0	3661562
1434_sctg_0_3136782	27	27.46	0	3136782
1431_sctg_0_3121343	27	27.46	0	3121343
1405_sctg_0_3078537	27	29.964	0	3078537
1401_sctg_0_3060488	27	31.217	0	3060488
1397_sctg_0_3056118	27	31.217	0	3056118
1391_sctg_0_3054622	27	31.217	0	3054622
1388_sctg_0_3039691	27	31.217	0	3039691
1342_sctg_0_2990160	27	31.217	0	2990160
1229_sctg_0_2825033	27	34.976	0	2825033
1204_sctg_0_2792079	27	34.976	0	2792079
1084_sctg_0_2540524	27	36.227	0	2540524
1021_sctg_0_2473443	27	36.227	0	2473443
998_sctg_0_2434246	27	36.227	0	2434246
997_sctg_0_2417112	27	36.227	0	2417112
991_sctg_0_2410469	27	36.227	0	2410469
984_sctg_0_2387560	27	36.227	0	2387560
983_sctg_0_2387557	27	36.227	0	2387557
966_sctg_0_2366600	27	36.227	0	2366600
964_sctg_0_2362091	27	36.227	0	2362091
959_sctg_0_2353495	27	36.227	0	2353495
950_sctg_0_2351466	27	36.227	0	2351466
940_sctg_0_2337083	27	36.227	0	2337083
938_sctg_0_2336732	27	36.227	0	2336732
935_sctg_0_2331972	27	36.227	0	2331972
926_sctg_0_2323316	27	36.227	0	2323316
664_sctg_0_1980124	27	42.51	0	1980124
636_sctg_0_1949819	27	42.51	0	1949819
594_sctg_0_1879110	27	42.51	0	1879110
558_sctg_0_1825777	27	43.76	0	1825777
543_sctg_0_1805860	27	43.76	0	1805860
487_sctg_0_1720347	27	43.76	0	1720347
469_sctg_0_1695191	27	43.76	0	1695191
452_sctg_0_1682468	27	43.76	0	1682468
429_sctg_0_1644759	27	43.76	0	1644759
400_sctg_0_1587953	27	43.76	0	1587953
395_sctg_0_1587108	27	43.76	0	1587108
388_sctg_0_1576934	27	43.76	0	1576934
265_sctg_0_1397746	27	48.784	0	1397746
206_sctg_0_1348950	27	50.114	0	1348950
162_sctg_0_1277754	27	56.772	0	1277754
1300_sctg_0_292117	27	76.167	0	292117
1026_sctg_0_247768	27	85.867	0	247768
996_sctg_0_241524	27	85.867	0	241524
44918_sctg_241_181308	27	91.512	241	181308
44957_sctg_241_233664	27	91.512	241	233664
63253_sctg_339_113671	27	91.512	339	113671
30476_sctg_181_267548	28	0	181	267548
63477_sctg_33_282545	28	20.345	33	282545
63413_sctg_33_180228	28	20.345	33	180228
63410_sctg_33_178997	28	20.345	33	178997
63375_sctg_33_133201	28	20.345	33	133201
63368_sctg_33_126305	28	20.345	33	126305
63743_sctg_33_70317	28	20.345	33	70317
63601_sctg_33_48548	28	20.345	33	48548
63363_sctg_33_10445	28	20.345	33	10445
63875_sctg_33_9874	28	20.345	33	9874
63700_sctg_33_6725	28	20.345	33	6725
63430_sctg_33_2248	28	20.345	33	2248
113428_sctg_9_1257240	28	21.599	9	1257240
113414_sctg_9_1236257	28	21.599	9	1236257
113396_sctg_9_1212987	28	24.104	9	1212987
113379_sctg_9_1190087	28	24.104	9	1190087
113360_sctg_9_1176281	28	24.104	9	1176281
113336_sctg_9_1153434	28	24.104	9	1153434
113326_sctg_9_1148075	28	24.104	9	1148075
113301_sctg_9_1124164	28	24.104	9	1124164
113291_sctg_9_1122391	28	24.104	9	1122391
113283_sctg_9_1120636	28	24.104	9	1120636
113278_sctg_9_1119869	28	24.104	9	1119869
113276_sctg_9_1119486	28	24.104	9	1119486
113263_sctg_9_1115157	28	24.104	9	1115157
114074_sctg_9_990856	28	24.104	9	990856
113975_sctg_9_814394	28	26.612	9	814394
113972_sctg_9_810466	28	26.612	9	810466
113885_sctg_9_682264	28	29.12	9	682264
113870_sctg_9_642078	28	29.12	9	642078
113868_sctg_9_638561	28	29.12	9	638561
113854_sctg_9_633463	28	29.12	9	633463
113850_sctg_9_632811	28	29.12	9	632811
113847_sctg_9_626128	28	29.12	9	626128
113842_sctg_9_624631	28	29.12	9	624631
113841_sctg_9_624624	28	29.12	9	624624
113796_sctg_9_569916	28	30.371	9	569916
113795_sctg_9_562705	28	30.371	9	562705
113743_sctg_9_472830	28	32.874	9	472830
113730_sctg_9_455641	28	32.874	9	455641
113723_sctg_9_447933	28	32.874	9	447933
113673_sctg_9_392321	28	34.125	9	392321
113638_sctg_9_358870	28	34.125	9	358870
113578_sctg_9_306251	28	34.125	9	306251
113568_sctg_9_302993	28	34.125	9	302993
113567_sctg_9_302592	28	34.125	9	302592
113549_sctg_9_290561	28	34.125	9	290561
113460_sctg_9_163212	28	37.885	9	163212
113292_sctg_9_112261	28	39.139	9	112261
112544_sctg_986_2039	28	40.394	986	2039
71408_sctg_394_116491	28	40.394	394	116491
71399_sctg_394_101672	28	40.394	394	101672
71479_sctg_394_77234	28	40.394	394	77234
71433_sctg_394_28353	28	41.793	394	28353

